Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
30.0,75.0,11.5,29.0,partly cloudy,,1.0,Winter,8.0,,Cloudy
15.0,54.0,10.0,15.0,overcast,1008.24,3.0,Summer,5.0,mountain,Cloudy
0.0,67.0,5.5,92.0,partly cloudy,984.81,0.0,Winter,2.0,mountain,Snowy
-6.0,82.0,13.5,99.0,overcast,998.56,1.0,Winter,2.0,inland,Snowy
0.0,96.0,11.0,91.0,partly cloudy,984.69,1.0,Winter,2.0,mountain,Snowy
31.0,65.0,15.0,96.0,,1001.34,1.0,,4.5,mountain,Rainy
22.0,71.0,7.5,70.0,overcast,1006.26,,Autumn,4.0,inland,Rainy
25.0,71.0,12.5,86.0,overcast,999.78,4.0,,3.0,mountain,Rainy
,69.0,14.0,45.0,overcast,1014.21,3.0,Autumn,,,Cloudy
,74.0,2.0,27.0,overcast,1008.1,3.0,,8.0,coastal,
13.0,75.0,6.0,21.0,overcast,1006.38,4.0,,7.0,mountain,Cloudy
11.0,80.0,11.0,94.0,overcast,992.32,0.0,Winter,2.5,coastal,Rainy
31.0,64.0,12.5,56.0,overcast,,,Winter,,coastal,Rainy
36.0,53.0,7.0,6.0,partly cloudy,1021.04,5.0,Summer,10.0,coastal,Sunny
21.0,106.0,6.5,72.0,clear,1019.78,0.0,Summer,,inland,
26.0,87.0,19.0,85.0,partly cloudy,1004.21,0.0,Summer,1.5,coastal,Rainy
28.0,,3.0,11.0,partly cloudy,1028.93,7.0,Autumn,9.5,mountain,Sunny
,94.0,17.0,88.0,,989.75,1.0,Winter,2.0,inland,Snowy
41.0,61.0,0.0,9.0,clear,1025.18,8.0,Spring,5.5,mountain,Sunny
-1.0,21.0,5.5,42.0,overcast,858.33,10.0,Summer,1.0,coastal,Rainy
24.0,34.0,3.0,9.0,clear,,10.0,Summer,,mountain,Sunny
4.0,90.0,3.0,92.0,,987.52,0.0,Winter,3.0,mountain,Snowy
4.0,78.0,16.5,90.0,overcast,986.07,0.0,Winter,4.5,mountain,Snowy
25.0,59.0,0.5,28.0,partly cloudy,1016.78,1.0,Spring,7.5,,Cloudy
29.0,71.0,10.5,45.0,partly cloudy,1003.09,3.0,Spring,5.5,,Cloudy
-4.0,70.0,13.5,75.0,overcast,983.89,0.0,Winter,4.5,mountain,Snowy
22.0,77.0,16.0,84.0,partly cloudy,1010.79,3.0,Winter,2.0,coastal,Rainy
19.0,55.0,12.0,14.0,overcast,1006.19,4.0,Spring,6.0,inland,Cloudy
25.0,65.0,0.0,16.0,clear,1019.39,5.0,Winter,9.0,coastal,Sunny
29.0,41.0,1.0,18.0,clear,1021.9,7.0,Spring,,mountain,
10.0,97.0,12.5,88.0,overcast,1015.08,,Autumn,3.5,,Rainy
24.0,,19.5,108.0,overcast,1001.94,5.0,Spring,,mountain,Cloudy
22.0,56.0,9.5,29.0,partly cloudy,1015.17,4.0,,,inland,Cloudy
40.0,41.0,6.0,5.0,clear,1018.67,11.0,Winter,9.0,,Sunny
54.0,71.0,19.5,70.0,overcast,1000.68,6.0,Autumn,5.5,,Rainy
34.0,56.0,,43.0,partly cloudy,1003.99,2.0,Winter,7.0,inland,Cloudy
,94.0,,76.0,overcast,1018.69,0.0,Spring,1.5,inland,Rainy
27.0,,14.0,41.0,overcast,1012.44,3.0,Spring,7.0,inland,Cloudy
28.0,65.0,5.5,64.0,overcast,1004.68,0.0,Spring,4.0,mountain,Rainy
-5.0,92.0,13.0,,overcast,987.2,1.0,Winter,2.5,mountain,Snowy
29.0,38.0,6.0,2.0,clear,1011.18,8.0,Summer,9.0,coastal,Sunny
27.0,33.0,10.0,7.0,clear,1020.29,10.0,Winter,6.5,mountain,Sunny
21.0,62.0,,94.0,overcast,1000.08,1.0,Spring,3.0,coastal,Rainy
18.0,57.0,13.0,25.0,cloudy,1140.82,5.0,Winter,2.0,,Cloudy
17.0,54.0,2.0,,partly cloudy,1003.4,2.0,Summer,8.0,inland,Cloudy
-10.0,88.0,35.5,104.0,,983.73,13.0,,1.0,inland,Snowy
14.0,66.0,7.5,20.0,overcast,1015.78,,Spring,7.0,coastal,Cloudy
-2.0,86.0,15.0,54.0,overcast,992.74,1.0,Winter,1.5,mountain,Snowy
21.0,70.0,13.0,84.0,overcast,,0.0,Summer,2.5,inland,Rainy
38.0,22.0,5.5,10.0,clear,1021.59,9.0,Spring,8.5,inland,
-17.0,31.0,8.5,26.0,partly cloudy,1003.68,1.0,Winter,19.0,inland,Cloudy
41.0,98.0,,87.0,clear,1010.36,10.0,Spring,12.0,inland,Sunny
57.0,82.0,21.0,91.0,partly cloudy,1019.11,12.0,Spring,2.0,coastal,Cloudy
-8.0,,5.5,64.0,overcast,989.65,1.0,Winter,2.5,inland,Snowy
-5.0,91.0,10.5,54.0,overcast,994.83,1.0,Winter,4.5,mountain,
31.0,,20.0,70.0,overcast,,0.0,Spring,2.0,inland,Rainy
18.0,51.0,9.0,15.0,overcast,1002.48,2.0,Winter,,coastal,Cloudy
36.0,23.0,2.0,1.0,clear,1026.53,11.0,Autumn,6.5,inland,Sunny
-7.0,25.0,2.0,14.0,cloudy,1105.03,5.0,Autumn,,mountain,Cloudy
48.0,50.0,0.5,94.0,cloudy,932.66,11.0,Spring,16.5,mountain,Cloudy
43.0,38.0,7.5,19.0,clear,1011.58,9.0,Autumn,7.0,mountain,Sunny
,95.0,14.0,51.0,partly cloudy,997.06,1.0,Spring,3.5,coastal,Rainy
16.0,,4.0,10.0,overcast,1018.94,2.0,Winter,,mountain,Cloudy
12.0,68.0,9.0,31.0,partly cloudy,1009.37,1.0,Summer,6.0,inland,Cloudy
34.0,74.0,,20.0,partly cloudy,1007.72,4.0,Winter,,inland,Cloudy
29.0,36.0,2.5,11.0,clear,1024.91,9.0,Winter,5.5,inland,Sunny
28.0,98.0,17.0,56.0,overcast,995.49,1.0,,2.0,inland,Rainy
26.0,76.0,4.0,36.0,overcast,1003.29,,Autumn,5.5,,Cloudy
34.0,62.0,,95.0,partly cloudy,995.09,0.0,Winter,4.5,inland,Rainy
21.0,70.0,6.0,42.0,overcast,1002.04,3.0,Winter,8.0,coastal,Cloudy
-5.0,96.0,10.0,63.0,overcast,992.38,0.0,Winter,2.0,inland,Snowy
28.0,22.0,2.5,9.0,clear,,11.0,Autumn,,coastal,Sunny
3.0,97.0,,57.0,overcast,984.79,1.0,Winter,3.0,mountain,
33.0,80.0,9.0,80.0,overcast,1003.76,1.0,Autumn,3.5,mountain,Rainy
25.0,24.0,9.5,36.0,cloudy,1155.32,7.0,Autumn,1.5,coastal,Cloudy
23.0,75.0,4.5,46.0,partly cloudy,,1.0,Winter,8.5,mountain,
,64.0,2.5,6.0,partly cloudy,1028.58,11.0,Autumn,8.5,mountain,Sunny
25.0,42.0,3.5,5.0,clear,1019.29,,Summer,6.0,mountain,Sunny
31.0,81.0,9.5,75.0,overcast,999.13,2.0,Summer,2.0,inland,Rainy
29.0,39.0,4.5,18.0,,1019.54,7.0,Spring,8.5,coastal,Sunny
35.0,23.0,0.5,16.0,partly cloudy,1017.72,11.0,Winter,,coastal,Sunny
-10.0,,14.5,18.0,,,1.0,Summer,18.0,inland,Snowy
33.0,70.0,11.5,93.0,partly cloudy,1009.8,1.0,Autumn,2.0,coastal,Rainy
2.0,73.0,30.0,101.0,overcast,985.54,13.0,Winter,3.5,mountain,Snowy
33.0,24.0,6.5,4.0,clear,1026.87,11.0,Winter,,mountain,Sunny
3.0,82.0,12.0,51.0,partly cloudy,985.4,1.0,Winter,4.0,,Snowy
28.0,59.0,5.5,18.0,clear,1010.26,6.0,Winter,6.0,coastal,Sunny
41.0,41.0,2.0,5.0,clear,1027.78,8.0,Winter,7.5,coastal,Sunny
25.0,45.0,2.5,3.0,clear,1014.21,9.0,Summer,6.0,inland,Sunny
4.0,67.0,13.5,59.0,overcast,981.53,1.0,Winter,3.0,inland,Snowy
18.0,61.0,10.5,53.0,overcast,1011.92,1.0,Summer,3.5,mountain,Rainy
58.0,101.0,34.0,102.0,overcast,,4.0,Autumn,,coastal,Rainy
-7.0,91.0,5.0,,overcast,,1.0,,2.5,mountain,Snowy
-4.0,78.0,10.0,89.0,overcast,,1.0,Winter,5.0,inland,Snowy
,39.0,9.0,2.0,partly cloudy,1025.44,,Autumn,,mountain,Sunny
29.0,74.0,13.5,97.0,clear,1029.17,12.0,,9.5,mountain,Sunny
,80.0,14.0,52.0,partly cloudy,1010.45,1.0,Summer,4.5,coastal,
99.0,91.0,,95.0,partly cloudy,1022.83,11.0,Autumn,8.5,mountain,Sunny
-1.0,74.0,3.0,53.0,overcast,991.37,0.0,Winter,4.0,inland,Snowy
-7.0,87.0,21.0,105.0,overcast,980.78,13.0,Winter,3.0,mountain,
3.0,66.0,2.5,76.0,overcast,982.59,1.0,Winter,1.5,,
-9.0,97.0,6.0,52.0,overcast,981.23,,Winter,3.5,mountain,Snowy
-6.0,78.0,8.5,65.0,overcast,997.77,0.0,Winter,3.0,mountain,Snowy
,94.0,18.0,60.0,overcast,1016.68,1.0,Summer,3.0,inland,Rainy
34.0,76.0,14.5,49.0,partly cloudy,1014.8,2.0,Winter,7.0,inland,Cloudy
76.0,104.0,,90.0,clear,1011.37,,Winter,,coastal,Sunny
-4.0,77.0,19.0,92.0,,987.61,0.0,Winter,4.5,mountain,
22.0,,12.5,53.0,overcast,1001.14,0.0,Winter,5.0,coastal,
32.0,41.0,9.5,59.0,cloudy,942.84,11.0,Summer,15.5,mountain,Sunny
25.0,50.0,2.5,16.0,partly cloudy,1024.54,10.0,,6.5,mountain,Sunny
-8.0,66.0,2.5,70.0,overcast,,,Winter,4.0,inland,Snowy
13.0,39.0,13.0,15.0,cloudy,811.03,8.0,Summer,4.5,inland,Sunny
14.0,68.0,14.5,34.0,partly cloudy,1017.47,2.0,,7.0,inland,Cloudy
14.0,68.0,10.5,85.0,overcast,1005.13,2.0,Summer,4.5,mountain,Rainy
25.0,20.0,3.0,93.0,partly cloudy,904.86,3.0,Winter,7.5,coastal,Snowy
5.0,43.0,4.0,76.0,partly cloudy,,6.0,Winter,3.0,coastal,Cloudy
23.0,71.0,15.5,81.0,partly cloudy,992.03,0.0,Winter,4.5,inland,Rainy
75.0,,2.5,95.0,clear,,9.0,Autumn,10.5,coastal,Sunny
69.0,97.0,14.0,102.0,clear,1018.67,10.0,,,inland,Sunny
,71.0,16.5,89.0,clear,1016.59,6.0,Autumn,8.0,mountain,Sunny
23.0,36.0,5.5,13.0,clear,1019.6,11.0,Summer,7.5,mountain,Sunny
-4.0,92.0,14.5,57.0,overcast,984.31,1.0,Winter,4.0,inland,Snowy
38.0,21.0,11.0,52.0,partly cloudy,931.23,8.0,Autumn,15.5,inland,Snowy
,57.0,8.0,7.0,,1022.77,9.0,Winter,8.5,coastal,Sunny
,87.0,16.0,56.0,partly cloudy,1009.62,,Autumn,1.5,inland,Rainy
34.0,30.0,0.5,1.0,clear,1018.1,10.0,Autumn,8.5,mountain,Sunny
18.0,,7.0,27.0,partly cloudy,1018.11,4.0,Autumn,5.5,coastal,Cloudy
29.0,74.0,5.0,,partly cloudy,1000.07,2.0,Winter,6.0,inland,Cloudy
18.0,94.0,15.5,77.0,overcast,992.26,2.0,Autumn,2.0,inland,Rainy
29.0,,8.5,,overcast,1007.45,0.0,Summer,3.5,mountain,Rainy
-10.0,,,59.0,overcast,986.13,1.0,Winter,3.5,mountain,Snowy
32.0,88.0,5.5,97.0,overcast,1005.66,1.0,Spring,2.0,mountain,Rainy
35.0,27.0,,11.0,clear,1010.02,11.0,Spring,8.0,inland,Sunny
31.0,98.0,11.0,51.0,overcast,995.61,3.0,Autumn,2.0,mountain,Rainy
20.0,54.0,2.5,9.0,partly cloudy,1016.32,5.0,Summer,9.0,coastal,Sunny
44.0,53.0,3.5,10.0,clear,1012.05,11.0,Winter,8.5,inland,Sunny
18.0,80.0,17.5,74.0,overcast,995.52,3.0,,4.0,coastal,Rainy
-6.0,76.0,9.5,78.0,,982.59,1.0,Winter,3.5,mountain,Snowy
19.0,31.0,9.5,82.0,cloudy,985.1,3.0,Autumn,6.5,inland,Snowy
,,16.5,76.0,overcast,1015.68,5.0,,3.0,inland,
34.0,50.0,2.5,8.0,,1026.8,10.0,Winter,8.0,coastal,Sunny
21.0,,4.5,47.0,overcast,1002.76,3.0,,7.0,coastal,Cloudy
,42.0,8.5,54.0,partly cloudy,1188.64,0.0,Winter,15.0,inland,Sunny
27.0,96.0,,94.0,overcast,1014.92,3.0,Summer,5.0,coastal,Rainy
9.0,109.0,8.0,101.0,,1003.91,,Spring,8.0,,Cloudy
26.0,74.0,14.5,38.0,partly cloudy,1004.08,4.0,Spring,8.0,mountain,Cloudy
18.0,80.0,11.5,93.0,,,1.0,Autumn,3.5,mountain,Rainy
39.0,37.0,1.5,19.0,clear,1023.87,8.0,Winter,7.0,inland,Sunny
0.0,,4.5,61.0,,997.34,1.0,Winter,1.0,mountain,Snowy
24.0,72.0,0.5,64.0,cloudy,902.39,1.0,Spring,3.0,coastal,Rainy
26.0,40.0,9.0,,clear,1016.2,9.0,Winter,8.5,coastal,Sunny
-3.0,60.0,18.0,50.0,overcast,,1.0,Winter,5.0,mountain,Snowy
-4.0,97.0,2.0,79.0,overcast,998.83,,Winter,1.5,mountain,Snowy
43.0,29.0,1.5,1.0,partly cloudy,1012.53,6.0,Summer,9.0,mountain,Sunny
,31.0,9.5,27.0,overcast,1170.15,9.0,Winter,3.5,mountain,Snowy
36.0,96.0,13.5,109.0,overcast,1012.9,5.0,Winter,1.5,coastal,Rainy
23.0,54.0,12.0,14.0,partly cloudy,1005.89,,Summer,6.5,inland,Cloudy
26.0,77.0,13.0,24.0,partly cloudy,1015.67,4.0,Autumn,,mountain,Cloudy
21.0,,17.0,55.0,partly cloudy,1016.24,1.0,,2.0,coastal,Rainy
-3.0,82.0,,74.0,partly cloudy,987.65,0.0,,2.5,mountain,
32.0,,6.0,18.0,,1017.23,3.0,Winter,6.0,coastal,Cloudy
13.0,41.0,,87.0,partly cloudy,1026.52,5.0,Autumn,4.5,inland,Sunny
29.0,46.0,9.0,17.0,clear,1025.99,7.0,Spring,5.0,coastal,Sunny
36.0,67.0,,7.0,clear,1027.18,,Winter,7.5,inland,Sunny
11.0,79.0,12.5,60.0,partly cloudy,992.93,0.0,Summer,2.0,,Rainy
20.0,,5.5,,overcast,,2.0,Summer,8.5,coastal,Cloudy
-2.0,93.0,1.0,71.0,overcast,980.58,1.0,Winter,3.5,mountain,Snowy
-1.0,88.0,8.5,,overcast,986.85,1.0,Winter,5.0,inland,Snowy
15.0,81.0,14.0,72.0,overcast,996.8,,Autumn,2.5,inland,Rainy
,87.0,8.0,69.0,partly cloudy,1015.68,3.0,Summer,4.5,coastal,Rainy
18.0,79.0,8.5,81.0,partly cloudy,999.02,2.0,Spring,2.0,coastal,Rainy
40.0,,7.0,11.0,clear,1016.92,11.0,Summer,5.0,inland,Sunny
4.0,,34.5,105.0,,994.07,,Winter,3.0,mountain,Snowy
44.0,63.0,8.5,14.0,clear,1016.61,7.0,Winter,5.5,coastal,Sunny
22.0,79.0,,63.0,overcast,1006.15,0.0,Autumn,4.5,inland,Rainy
15.0,75.0,3.0,39.0,overcast,1005.03,4.0,Winter,5.5,coastal,Cloudy
33.0,87.0,16.5,85.0,overcast,,1.0,,,inland,Rainy
25.0,69.0,7.5,16.0,partly cloudy,1013.11,,Autumn,,inland,Cloudy
2.0,89.0,14.5,86.0,partly cloudy,980.18,0.0,Winter,1.5,inland,Snowy
,94.0,15.0,62.0,overcast,990.51,0.0,,3.0,inland,
24.0,77.0,14.0,40.0,partly cloudy,1006.57,2.0,Summer,7.0,coastal,Cloudy
4.0,,16.5,88.0,overcast,995.89,0.0,,3.0,inland,
28.0,63.0,2.5,29.0,partly cloudy,1004.93,4.0,Winter,5.0,inland,Cloudy
,80.0,18.0,52.0,overcast,983.17,0.0,Winter,3.5,mountain,Snowy
30.0,58.0,2.0,18.0,clear,1029.24,5.0,Spring,9.5,coastal,Sunny
17.0,73.0,15.0,50.0,overcast,997.55,1.0,Spring,3.0,inland,Rainy
44.0,99.0,14.0,100.0,overcast,1009.86,2.0,Autumn,3.5,inland,Rainy
35.0,64.0,12.5,18.0,partly cloudy,1174.48,4.0,Summer,6.5,inland,Snowy
37.0,27.0,2.0,10.0,clear,,8.0,Summer,8.0,inland,Sunny
33.0,,1.0,42.0,partly cloudy,1005.7,4.0,Winter,5.5,,Cloudy
20.0,44.0,9.0,3.0,partly cloudy,1010.29,9.0,Autumn,5.5,mountain,Sunny
22.0,75.0,13.0,52.0,overcast,999.74,0.0,Winter,5.0,inland,Rainy
1.0,64.0,1.0,95.0,overcast,991.15,0.0,,3.5,mountain,Snowy
2.0,89.0,10.0,60.0,overcast,986.09,1.0,Winter,1.0,inland,Snowy
42.0,20.0,6.5,17.0,partly cloudy,1015.09,9.0,Summer,10.0,coastal,Sunny
23.0,93.0,8.0,98.0,partly cloudy,1017.48,1.0,Autumn,3.5,mountain,Rainy
-9.0,,17.0,97.0,partly cloudy,985.11,12.0,Winter,,inland,Snowy
3.0,62.0,7.5,61.0,partly cloudy,,1.0,Winter,,mountain,Snowy
66.0,70.0,6.5,91.0,partly cloudy,1011.71,10.0,,11.0,mountain,Sunny
29.0,48.0,7.5,,partly cloudy,1019.5,6.0,Winter,8.0,coastal,
42.0,54.0,2.5,11.0,clear,1029.36,11.0,Autumn,,,Sunny
7.0,66.0,0.5,25.0,overcast,1008.73,14.0,Winter,16.5,coastal,Sunny
,85.0,19.0,86.0,partly cloudy,1015.32,2.0,Summer,2.0,inland,Cloudy
29.0,29.0,4.5,19.0,clear,1022.18,8.0,,6.0,mountain,Sunny
2.0,95.0,5.0,80.0,,987.9,1.0,,3.5,mountain,Snowy
15.0,,9.5,22.0,overcast,1011.54,4.0,Winter,,mountain,
,72.0,6.0,27.0,overcast,1016.73,3.0,Spring,9.0,coastal,Cloudy
,44.0,2.0,,clear,1011.12,7.0,Summer,7.5,coastal,Sunny
34.0,87.0,13.0,51.0,overcast,1018.24,0.0,Autumn,1.5,coastal,
23.0,21.0,5.0,55.0,cloudy,1123.97,1.0,Winter,2.0,inland,
,104.0,5.5,85.0,partly cloudy,1023.8,13.0,,4.5,coastal,Sunny
,71.0,7.5,70.0,overcast,993.57,0.0,Winter,4.0,inland,Snowy
28.0,52.0,3.0,21.0,partly cloudy,1009.29,3.0,Winter,,mountain,
10.0,105.0,20.0,74.0,clear,1013.23,5.0,Winter,2.0,mountain,
-6.0,60.0,16.5,99.0,overcast,994.04,0.0,Winter,5.0,inland,Snowy
29.0,71.0,15.0,12.0,overcast,,4.0,Winter,7.5,mountain,Cloudy
,61.0,4.5,39.0,partly cloudy,1008.47,3.0,Spring,7.5,mountain,Cloudy
-5.0,63.0,,57.0,overcast,989.9,1.0,Winter,3.0,inland,Snowy
-19.0,35.0,14.5,,overcast,962.88,6.0,Winter,0.5,coastal,Snowy
45.0,34.0,,18.0,,916.65,1.0,,3.0,coastal,Rainy
,75.0,,79.0,overcast,995.75,0.0,Winter,2.0,mountain,Snowy
26.0,94.0,17.0,84.0,partly cloudy,1002.74,2.0,Autumn,2.0,inland,Rainy
33.0,,8.5,68.0,partly cloudy,995.77,3.0,Spring,,mountain,Rainy
1.0,76.0,0.5,85.0,overcast,,1.0,Winter,4.0,inland,Snowy
36.0,48.0,2.0,12.0,partly cloudy,1027.45,10.0,Autumn,8.0,,Sunny
,58.0,3.5,99.0,partly cloudy,994.28,0.0,Winter,18.5,inland,Snowy
17.0,67.0,15.0,55.0,partly cloudy,991.58,2.0,,1.5,mountain,Rainy
32.0,46.0,0.0,4.0,,1029.43,10.0,Winter,,mountain,Sunny
-1.0,61.0,13.0,23.0,partly cloudy,1042.41,4.0,Summer,0.5,inland,Sunny
,74.0,7.5,49.0,overcast,1012.57,2.0,Summer,6.5,mountain,Cloudy
26.0,99.0,16.5,63.0,overcast,1017.33,1.0,Spring,3.0,inland,Rainy
1.0,68.0,6.5,73.0,,989.74,1.0,Winter,5.0,mountain,Snowy
-1.0,61.0,18.0,98.0,,999.08,1.0,Winter,1.5,,Snowy
1.0,80.0,2.5,95.0,overcast,991.59,0.0,Winter,1.5,mountain,Snowy
21.0,74.0,,79.0,partly cloudy,1007.03,1.0,Spring,2.5,inland,Rainy
16.0,85.0,8.0,54.0,overcast,1005.34,2.0,Summer,4.5,inland,Rainy
-20.0,58.0,9.5,76.0,cloudy,854.95,4.0,Summer,13.5,inland,Rainy
16.0,76.0,14.0,17.0,partly cloudy,,4.0,Autumn,6.5,coastal,Cloudy
1.0,73.0,7.5,91.0,overcast,997.63,1.0,Winter,1.0,inland,Snowy
,99.0,3.5,84.0,overcast,999.65,0.0,Winter,3.5,inland,Snowy
34.0,94.0,8.5,97.0,overcast,1007.25,1.0,Spring,5.0,inland,Rainy
26.0,105.0,,85.0,overcast,1003.65,7.0,Summer,4.0,inland,Rainy
31.0,30.0,2.5,82.0,overcast,1095.73,10.0,Autumn,,inland,Snowy
,50.0,,29.0,partly cloudy,,1.0,,7.5,mountain,Cloudy
-17.0,79.0,1.0,77.0,cloudy,983.81,8.0,Autumn,17.5,mountain,Rainy
23.0,73.0,3.5,101.0,overcast,1015.91,0.0,Spring,2.0,coastal,Cloudy
34.0,76.0,8.0,18.0,partly cloudy,1003.47,1.0,Winter,8.5,mountain,Cloudy
11.0,60.0,7.5,41.0,partly cloudy,1011.49,1.0,Autumn,7.0,mountain,Cloudy
32.0,72.0,22.5,79.0,partly cloudy,1002.95,9.0,Winter,7.5,coastal,Cloudy
22.0,,,71.0,overcast,1010.68,,Summer,,mountain,Rainy
-6.0,99.0,,52.0,overcast,981.14,0.0,Winter,2.0,,Snowy
34.0,46.0,8.0,15.0,clear,1015.87,10.0,Winter,5.5,,Sunny
27.0,84.0,9.5,92.0,overcast,998.67,2.0,Autumn,2.0,mountain,Rainy
31.0,,6.0,72.0,overcast,994.91,3.0,Autumn,4.0,mountain,Rainy
17.0,69.0,9.5,82.0,partly cloudy,1000.82,1.0,Spring,5.0,mountain,Rainy
18.0,59.0,3.0,,partly cloudy,1001.99,3.0,Summer,6.5,coastal,
23.0,44.0,1.0,14.0,clear,1016.6,11.0,Autumn,7.0,inland,Sunny
,82.0,0.5,95.0,,994.81,0.0,Winter,4.0,,Snowy
-2.0,95.0,1.5,69.0,partly cloudy,995.9,,Winter,5.0,mountain,Snowy
41.0,60.0,1.0,16.0,clear,1014.72,6.0,,5.0,coastal,Sunny
26.0,,9.5,7.0,partly cloudy,1024.17,10.0,,8.5,,
10.0,73.0,6.5,88.0,partly cloudy,1006.95,,,3.0,mountain,Rainy
13.0,51.0,7.0,47.0,partly cloudy,1019.28,3.0,Summer,6.0,inland,Cloudy
33.0,52.0,9.5,,overcast,1001.71,4.0,,7.0,inland,Cloudy
24.0,82.0,14.0,97.0,overcast,1016.44,1.0,,4.5,inland,Rainy
22.0,78.0,,66.0,overcast,1015.99,2.0,Winter,,coastal,Rainy
21.0,75.0,13.0,,partly cloudy,,3.0,Autumn,6.5,inland,
38.0,85.0,9.5,86.0,clear,1018.26,0.0,Spring,6.0,mountain,Sunny
10.0,107.0,22.0,,partly cloudy,1003.89,14.0,Autumn,3.0,coastal,Cloudy
-6.0,87.0,7.0,83.0,partly cloudy,986.77,0.0,Winter,2.0,inland,Snowy
26.0,54.0,,27.0,overcast,1002.89,1.0,Autumn,5.0,coastal,Cloudy
14.0,67.0,7.0,40.0,partly cloudy,1014.38,2.0,Summer,5.5,,Cloudy
60.0,,24.5,101.0,overcast,1008.54,3.0,Spring,4.0,mountain,Rainy
-3.0,84.0,6.5,97.0,overcast,986.03,1.0,,4.0,mountain,Snowy
31.0,36.0,3.5,14.0,clear,1024.93,6.0,Autumn,6.5,mountain,Sunny
14.0,71.0,10.5,17.0,partly cloudy,1005.21,,Summer,6.5,mountain,Cloudy
-12.0,60.0,8.0,56.0,overcast,1169.72,4.0,,,coastal,Rainy
43.0,,14.0,39.0,overcast,,10.0,Spring,8.5,inland,Snowy
18.0,78.0,11.0,53.0,overcast,,0.0,Winter,,,Rainy
25.0,58.0,3.0,34.0,overcast,1006.6,3.0,Autumn,7.5,mountain,
,47.0,8.5,13.0,partly cloudy,1020.78,5.0,Spring,6.0,,Sunny
32.0,25.0,8.5,36.0,partly cloudy,1052.43,5.0,Autumn,15.0,inland,Cloudy
10.0,78.0,13.5,35.0,partly cloudy,1001.98,2.0,Autumn,5.5,,Cloudy
41.0,20.0,10.0,9.0,clear,1027.84,5.0,Autumn,6.0,,Sunny
22.0,72.0,11.0,18.0,overcast,1015.53,3.0,Winter,8.5,coastal,Cloudy
31.0,68.0,2.5,17.0,,1015.58,5.0,Spring,8.0,mountain,Sunny
-2.0,71.0,12.5,95.0,overcast,997.3,,Winter,,inland,Snowy
41.0,95.0,16.5,83.0,overcast,1008.91,10.0,Autumn,2.0,inland,Rainy
52.0,92.0,19.0,90.0,partly cloudy,1028.88,13.0,Autumn,10.0,mountain,Sunny
17.0,70.0,12.0,31.0,overcast,1006.41,4.0,Spring,5.5,coastal,Cloudy
22.0,22.0,,9.0,clear,1013.68,5.0,Spring,8.0,,Sunny
39.0,,1.5,10.0,partly cloudy,1020.14,,Winter,9.0,mountain,Sunny
13.0,89.0,19.0,75.0,overcast,1016.18,2.0,Spring,2.5,coastal,Rainy
30.0,71.0,8.0,40.0,overcast,1018.31,3.0,Autumn,6.0,mountain,Cloudy
38.0,44.0,6.0,2.0,clear,1010.46,,Spring,5.5,inland,Sunny
25.0,103.0,17.5,85.0,clear,1019.65,7.0,Autumn,6.0,inland,Sunny
4.0,67.0,16.5,56.0,partly cloudy,997.99,0.0,Winter,2.0,mountain,Snowy
,77.0,4.0,39.0,overcast,1007.58,2.0,Spring,,mountain,Cloudy
30.0,61.0,4.0,9.0,clear,1013.75,10.0,Summer,5.5,coastal,Sunny
25.0,97.0,3.5,94.0,overcast,1004.72,14.0,,3.0,mountain,Cloudy
40.0,49.0,3.0,26.0,overcast,914.11,,Winter,10.5,mountain,Rainy
32.0,,0.5,31.0,partly cloudy,1017.79,,Summer,5.5,mountain,Cloudy
,83.0,,72.0,overcast,1004.11,1.0,Spring,4.0,mountain,Rainy
3.0,80.0,17.0,72.0,overcast,994.53,,Winter,4.0,mountain,Snowy
13.0,64.0,2.0,26.0,overcast,1012.83,3.0,Winter,7.0,mountain,Cloudy
34.0,29.0,9.0,5.0,clear,1029.86,11.0,Summer,8.5,coastal,Sunny
14.0,78.0,12.5,90.0,overcast,997.56,2.0,Spring,4.0,inland,Rainy
15.0,66.0,7.0,94.0,cloudy,871.72,5.0,Winter,,mountain,Sunny
20.0,71.0,16.5,60.0,overcast,1017.36,2.0,Summer,,inland,Rainy
13.0,87.0,25.5,77.0,partly cloudy,1000.91,4.0,Summer,1.0,coastal,Rainy
24.0,58.0,9.0,3.0,clear,1016.22,,,8.0,inland,Sunny
,70.0,2.0,80.0,overcast,,0.0,Winter,1.5,inland,
13.0,,13.0,36.0,overcast,1019.47,1.0,Winter,8.5,coastal,Cloudy
30.0,34.0,8.5,2.0,clear,1011.28,8.0,Winter,,mountain,Sunny
27.0,72.0,6.0,68.0,,1012.15,1.0,,,coastal,Rainy
11.0,68.0,7.5,20.0,partly cloudy,1004.26,3.0,Winter,5.5,,Cloudy
13.0,,17.5,79.0,overcast,994.37,1.0,Summer,2.0,mountain,Rainy
27.0,48.0,,15.0,clear,1010.98,10.0,Summer,8.0,mountain,Sunny
31.0,59.0,8.5,5.0,clear,1014.26,8.0,Autumn,9.5,coastal,Sunny
1.0,68.0,8.0,,overcast,996.42,0.0,Winter,1.0,mountain,Snowy
